	loss	timestamp	checkpoint_dir_name	should_checkpoint	done	training_iteration	trial_id	date	time_this_iter_s	time_total_s	pid	hostname	node_ip	time_since_restore	iterations_since_restore	config/lr	config/batch_size	config/num_trials	config/max_num_epochs	config/device	config/n_backbone_layers	config/n_backbone_size	config/hidden_size	logdir
12	0.00797276385128498	1758977303	checkpoint_000000	True	True	1	bfece_00033	2025-09-27_14-48-23	1795.2887952327728	1795.2887952327728	2025893	hydra	192.168.1.50	1795.2887952327728	1	0.00010753392535116215	8192	100	50	cuda	4	56	56	bfece_00033
13	0.008041697554290295	1759046971	checkpoint_000000	True	True	1	bfece_00086	2025-09-28_10-09-31	1821.4761695861816	1821.4761695861816	2322729	hydra	192.168.1.50	1821.4761695861816	1	0.00010100977475514652	8192	100	50	cuda	4	56	80	bfece_00086
14	0.007224994245916605	1758962613	checkpoint_000001	True	True	2	bfece_00010	2025-09-27_10-43-33	2661.6510882377625	5701.981533527374	2017381	hydra	192.168.1.50	5701.981533527374	2	3.1136954020966747e-05	4096	100	50	cuda	5	72	72	bfece_00010
15	0.0046682218089699745	1759041588	checkpoint_000003	True	True	4	bfece_00061	2025-09-28_08-39-48	5393.768544912338	21941.164217472076	2037506	hydra	192.168.1.50	21941.164217472076	4	0.00010696208435545762	2048	100	50	cuda	5	64	64	bfece_00061
16	0.008453074842691422	1758979268	checkpoint_000000	True	True	1	bfece_00034	2025-09-27_15-21-08	1934.9153890609741	1934.9153890609741	2026314	hydra	192.168.1.50	1934.9153890609741	1	2.8835909197682563e-05	8192	100	50	cuda	5	72	80	bfece_00034
17	0.004739513620734215	1759066675	checkpoint_000003	True	True	4	bfece_00087	2025-09-28_15-37-55	4504.214975595474	19676.398272275925	2323159	hydra	192.168.1.50	19676.398272275925	4	6.192995739799771e-05	2048	100	50	cuda	4	80	72	bfece_00087
18	0.004073011688888073	1759041898	checkpoint_000015	True	True	16	bfece_00011	2025-09-28_08-44-58	5331.731011629105	84986.50353479385	2017376	hydra	192.168.1.50	84986.50353479385	16	0.0005519475745910111	2048	100	50	cuda	5	56	80	bfece_00011
19	0.008421458303928375	1759023183	checkpoint_000000	True	True	1	bfece_00062	2025-09-28_03-33-03	2820.4610748291016	2820.4610748291016	2037807	hydra	192.168.1.50	2820.4610748291016	1	2.046912585429297e-05	4096	100	50	cuda	3	72	64	bfece_00062
20	0.008076520636677742	1758981208	checkpoint_000000	True	True	1	bfece_00035	2025-09-27_15-53-28	2763.247197151184	2763.247197151184	2026644	hydra	192.168.1.50	2763.247197151184	1	3.070839755421787e-05	4096	100	50	cuda	3	80	64	bfece_00035
21	0.005533072631806135	1759056715	checkpoint_000001	True	True	2	bfece_00088	2025-09-28_12-51-55	4456.552903413773	9409.965799570084	2323359	hydra	192.168.1.50	9409.965799570084	2	3.443372557863418e-05	2048	100	50	cuda	3	80	72	bfece_00088
22	0.005039803218096495	1758966153	checkpoint_000003	True	True	4	bfece_00012	2025-09-27_11-42-33	2234.7501475811005	9241.62407207489	2017380	hydra	192.168.1.50	9241.62407207489	4	5.4670361045459876e-05	4096	100	50	cuda	3	80	56	bfece_00012
23	0.009161439724266529	1759023399	checkpoint_000000	True	True	1	bfece_00063	2025-09-28_03-36-39	2815.9263718128204	2815.9263718128204	2037985	hydra	192.168.1.50	2815.9263718128204	1	1.147717996228663e-05	4096	100	50	cuda	3	56	72	bfece_00063
24	0.02492251992225647	1758981095	checkpoint_000000	True	True	1	bfece_00036	2025-09-27_15-51-35	1801.6704144477844	1801.6704144477844	2026933	hydra	192.168.1.50	1801.6704144477844	1	1.4125640455944647e-05	8192	100	50	cuda	4	72	56	bfece_00036
25	0.0055776252411305904	1759058007	checkpoint_000001	True	True	2	bfece_00089	2025-09-28_13-13-27	4886.200598955154	10389.927359104156	2323582	hydra	192.168.1.50	10389.927359104156	2	7.136462761190257e-05	2048	100	50	cuda	4	72	64	bfece_00089
26	0.0042632087133824825	1758999271	checkpoint_000007	True	True	8	bfece_00013	2025-09-27_20-54-31	5259.487103462219	42359.57532000542	2017379	hydra	192.168.1.50	42359.57532000542	8	0.00020189607749726698	2048	100	50	cuda	5	56	64	bfece_00013
27	0.005356619134545326	1759028194	checkpoint_000001	True	True	2	bfece_00064	2025-09-28_04-56-34	2200.0450491905212	4985.483448505402	2038517	hydra	192.168.1.50	4985.483448505402	2	0.000102485062392068	4096	100	50	cuda	3	80	72	bfece_00064
28	0.005595194175839424	1758986148	checkpoint_000001	True	True	2	bfece_00037	2025-09-27_17-15-48	2219.678992986679	5023.575045585632	2027355	hydra	192.168.1.50	5023.575045585632	2	8.007538330333091e-05	4096	100	50	cuda	3	56	56	bfece_00037
29	0.00797850638628006	1759054047	checkpoint_000000	True	True	1	bfece_00090	2025-09-28_12-07-27	5907.606073617935	5907.606073617935	2323828	hydra	192.168.1.50	5907.606073617935	1	1.995471587332389e-05	2048	100	50	cuda	5	72	80	bfece_00090
30	0.007907620631158352	1758962208	checkpoint_000001	True	True	2	bfece_00014	2025-09-27_10-36-48	2451.251443862915	5296.37776184082	2017385	hydra	192.168.1.50	5296.37776184082	2	4.969706693401439e-05	4096	100	50	cuda	4	72	64	bfece_00014
31	0.004525342956185341	1759032795	checkpoint_000003	True	True	4	bfece_00065	2025-09-28_06-13-15	2169.4593436717987	9364.612506866455	2038703	hydra	192.168.1.50	9364.612506866455	4	0.00021535707326038854	4096	100	50	cuda	3	64	64	bfece_00065
32	0.005435483064502478	1758992462	checkpoint_000001	True	True	2	bfece_00038	2025-09-27_19-01-02	5335.470826864243	11224.690661430359	2027520	hydra	192.168.1.50	11224.690661430359	2	0.0002762412583936252	2048	100	50	cuda	5	72	64	bfece_00038
33	0.005320101045072079	1759051881	checkpoint_000001	True	True	2	bfece_00091	2025-09-28_11-31-21	1219.1466608047485	3042.9795920848846	2324166	hydra	192.168.1.50	3042.9795920848846	2	0.0005352467271099294	8192	100	50	cuda	4	80	64	bfece_00091
34	0.0038276200648397207	1759085673	checkpoint_000049	True	True	50	bfece_00015	2025-09-28_20-54-33	2109.7366738319397	128760.86454868317	2017378	hydra	192.168.1.50	128760.86454868317	50	0.00041574979935399476	4096	100	50	cuda	5	80	80	bfece_00015
35	0.007983346469700336	1759026665	checkpoint_000000	True	True	1	bfece_00066	2025-09-28_04-31-05	2843.933559179306	2843.933559179306	2038945	hydra	192.168.1.50	2843.933559179306	1	3.901282284280372e-05	4096	100	50	cuda	3	56	64	bfece_00066
36	0.007974725216627121	1758988075	checkpoint_000000	True	True	1	bfece_00039	2025-09-27_17-47-55	1899.1841840744019	1899.1841840744019	2028415	hydra	192.168.1.50	1899.1841840744019	1	0.00022806295904718155	8192	100	50	cuda	5	56	80	bfece_00039
37	0.008227935992181301	1759053722	checkpoint_000000	True	True	1	bfece_00092	2025-09-28_12-02-02	1816.1619472503662	1816.1619472503662	2324720	hydra	192.168.1.50	1816.1619472503662	1	4.8646121462453e-05	8192	100	50	cuda	4	64	56	bfece_00092
38	0.0037130049895495176	1759153721	checkpoint_000046	True	False	47	bfece_00016	2025-09-29_15-48-41	1856.2168283462524	195043.520052433	2019751	hydra	192.168.1.50	195043.520052433	47	0.0002678394610855555	2048	100	50	cuda	5	80	80	bfece_00016
39	0.004622079897671938	1759029593	checkpoint_000003	True	True	4	bfece_00067	2025-09-28_05-19-53	1055.221673488617	5002.681972742081	2039236	hydra	192.168.1.50	5002.681972742081	4	0.00029440884927738634	8192	100	50	cuda	3	80	80	bfece_00067
40	0.004447071347385645	1758978417	checkpoint_000007	True	True	8	bfece_00001	2025-09-27_15-06-57	2642.2756350040436	21505.37243080139	2017374	hydra	192.168.1.50	21505.37243080139	8	0.00024617411086899437	4096	100	50	cuda	5	64	80	bfece_00001
41	0.009820154868066311	1758991343	checkpoint_000000	True	True	1	bfece_00040	2025-09-27_18-42-23	3241.834657430649	3241.834657430649	2028848	hydra	192.168.1.50	3241.834657430649	1	1.2069234262138433e-05	4096	100	50	cuda	5	72	64	bfece_00040
42	0.004035727120935917	1759087617	checkpoint_000015	True	True	16	bfece_00093	2025-09-28_21-26-57	1811.8686618804932	33866.089705228806	2325133	hydra	192.168.1.50	33866.089705228806	16	0.0005956408641896103	4096	100	50	cuda	4	72	56	bfece_00093
43	0.00804383959621191	1758961144	checkpoint_000000	True	True	1	bfece_00017	2025-09-27_10-19-04	1668.1025567054749	1668.1025567054749	2020030	hydra	192.168.1.50	1668.1025567054749	1	6.922722253361063e-05	8192	100	50	cuda	3	80	80	bfece_00017
44	0.008012227714061737	1759028647	checkpoint_000000	True	True	1	bfece_00068	2025-09-28_05-04-07	1956.4816660881042	1956.4816660881042	2039682	hydra	192.168.1.50	1956.4816660881042	1	8.609783099087542e-05	8192	100	50	cuda	5	56	56	bfece_00068
45	0.008043789304792881	1758996082	checkpoint_000000	True	True	1	bfece_00043	2025-09-27_20-01-22	1874.8573069572449	1874.8573069572449	2030897	hydra	192.168.1.50	1874.8573069572449	1	5.276908716811503e-05	8192	100	50	cuda	5	72	80	bfece_00043
46	0.008402910083532333	1759056002	checkpoint_000000	True	True	1	bfece_00094	2025-09-28_12-40-02	1928.1990284919739	1928.1990284919739	2325340	hydra	192.168.1.50	1928.1990284919739	1	3.4002407035051305e-05	8192	100	50	cuda	5	64	56	bfece_00094
47	0.004366129171103239	1758998573	checkpoint_000007	True	True	8	bfece_00018	2025-09-27_20-42-53	4807.854030847549	39066.609998703	2020193	hydra	192.168.1.50	39066.609998703	8	0.00010570328821207813	2048	100	50	cuda	4	64	64	bfece_00018
48	0.007309881970286369	1759030993	checkpoint_000001	True	True	2	bfece_00069	2025-09-28_05-43-13	1123.0159969329834	2767.844013929367	2040700	hydra	192.168.1.50	2767.844013929367	2	0.0002149052940506414	8192	100	50	cuda	3	72	64	bfece_00069
49	0.00445496616885066	1759012799	checkpoint_000049	True	True	50	bfece_00000	2025-09-28_00-39-59	1120.2294747829437	55887.84296917915	2017375	hydra	192.168.1.50	55887.84296917915	50	3.891964533446748e-05	8192	100	50	cuda	3	80	64	bfece_00000
50	0.00808571558445692	1758959478	checkpoint_000000	True	True	1	bfece_00006	2025-09-27_09-51-18	2566.829269170761	2566.829269170761	2017377	hydra	192.168.1.50	2566.829269170761	1	1.6800060090018632e-05	4096	100	50	cuda	3	72	56	bfece_00006
51	0.008211630396544933	1758999152	checkpoint_000000	True	True	1	bfece_00044	2025-09-27_20-52-32	3040.4922966957092	3040.4922966957092	2031330	hydra	192.168.1.50	3040.4922966957092	1	2.516343323643868e-05	4096	100	50	cuda	4	80	64	bfece_00044
52	0.00679056579247117	1759065983	checkpoint_000001	True	True	2	bfece_00095	2025-09-28_15-26-23	5002.46667432785	10892.446140289307	2325660	hydra	192.168.1.50	10892.446140289307	2	1.845711658933579e-05	2048	100	50	cuda	5	80	64	bfece_00095
53	0.0402078814804554	1759030424	checkpoint_000000	True	True	1	bfece_00070	2025-09-28_05-33-44	1750.5220353603363	1750.5220353603363	2040923	hydra	192.168.1.50	1750.5220353603363	1	1.1363828537439992e-05	8192	100	50	cuda	4	80	56	bfece_00070
54	0.007545170374214649	1758966897	checkpoint_000001	True	True	2	bfece_00005	2025-09-27_11-54-57	4822.5914895534515	9985.425309419632	2017373	hydra	192.168.1.50	9985.425309419632	2	2.65669809720217e-05	2048	100	50	cuda	4	72	64	bfece_00005
55	0.004045493900775909	1759037768	checkpoint_000015	True	True	16	bfece_00045	2025-09-28_07-36-08	2537.657393693924	39780.83806061745	2031759	hydra	192.168.1.50	39780.83806061745	16	0.0007612366618215896	4096	100	50	cuda	4	64	56	bfece_00045
56	0.0080230962485075	1759059272	checkpoint_000000	True	True	1	bfece_00096	2025-09-28_13-34-32	3243.6284642219543	3243.6284642219543	2325964	hydra	192.168.1.50	3243.6284642219543	1	3.225151589747154e-05	4096	100	50	cuda	5	56	64	bfece_00096
57	0.00509355403482914	1758972413	checkpoint_000003	True	True	4	bfece_00020	2025-09-27_13-26-53	2684.5154054164886	11240.572378396988	2020818	hydra	192.168.1.50	11240.572378396988	4	6.865878561027603e-05	4096	100	50	cuda	5	56	56	bfece_00020
58	0.007998427376151085	1759034848	checkpoint_000000	True	True	1	bfece_00071	2025-09-28_06-47-28	5934.147478103638	5934.147478103638	2041136	hydra	192.168.1.50	5934.147478103638	1	1.2406985170534951e-05	2048	100	50	cuda	5	64	72	bfece_00071
59	0.0037930586840957403	1759018869	checkpoint_000049	True	True	50	bfece_00003	2025-09-28_02-21-09	1236.5071296691895	61957.46110415459	2017372	hydra	192.168.1.50	61957.46110415459	50	0.0005197182579609727	8192	100	50	cuda	4	56	72	bfece_00003
60	0.004791419021785259	1759020332	checkpoint_000003	True	True	4	bfece_00046	2025-09-28_02-45-32	5240.531065225601	21731.620315790176	2032020	hydra	192.168.1.50	21731.620315790176	4	8.433222589901898e-05	2048	100	50	cuda	5	64	72	bfece_00046
61	0.008864175528287888	1759059508	checkpoint_000000	True	True	1	bfece_00097	2025-09-28_13-38-28	2765.754534959793	2765.754534959793	2326230	hydra	192.168.1.50	2765.754534959793	1	1.6599700576742894e-05	4096	100	50	cuda	3	72	64	bfece_00097
62	0.003643637290224433	1759141615	checkpoint_000049	True	True	50	bfece_00021	2025-09-29_12-26-55	2261.8823070526123	180091.6948685646	2021027	hydra	192.168.1.50	180091.6948685646	50	0.00023396611580718093	2048	100	50	cuda	3	80	64	bfece_00021
63	0.005403154529631138	1759040086	checkpoint_000001	True	True	2	bfece_00072	2025-09-28_08-14-46	4985.462217330933	10465.449617624283	2041417	hydra	192.168.1.50	10465.449617624283	2	5.007669772699554e-05	2048	100	50	cuda	4	64	72	bfece_00072
64	0.006817992310971022	1759005075	checkpoint_000001	True	True	2	bfece_00047	2025-09-27_22-31-15	2696.3199191093445	5895.359571456909	2032264	hydra	192.168.1.50	5895.359571456909	2	0.00013445363068474887	4096	100	50	cuda	5	72	64	bfece_00047
65	0.004249242600053549	1759077362	checkpoint_000007	True	True	8	bfece_00098	2025-09-28_18-36-02	2191.7045090198517	19328.844523191452	2326564	hydra	192.168.1.50	19328.844523191452	8	0.0008789839515642924	4096	100	50	cuda	5	80	56	bfece_00098
66	0.00857080053538084	1758965164	checkpoint_000000	True	True	1	bfece_00022	2025-09-27_11-26-04	3021.466460943222	3021.466460943222	2021323	hydra	192.168.1.50	3021.466460943222	1	1.2018142091817959e-05	4096	100	50	cuda	4	56	80	bfece_00022
67	0.004567428957670927	1759048811	checkpoint_000003	True	True	4	bfece_00073	2025-09-28_10-40-11	4410.18089723587	18358.76989889145	2041701	hydra	192.168.1.50	18358.76989889145	4	9.910861754186511e-05	2048	100	50	cuda	3	72	64	bfece_00073
68	0.004663442261517048	1759117438	checkpoint_000031	True	True	32	bfece_00048	2025-09-29_05-43-58	2803.0162529945374	118136.8237361908	2032448	hydra	192.168.1.50	118136.8237361908	32	0.0008637320028478687	2048	100	50	cuda	3	56	72	bfece_00048
69	0.005348776467144489	1759062495	checkpoint_000001	True	True	2	bfece_00099	2025-09-28_14-28-15	1287.133763551712	3195.6728773117065	2326909	hydra	192.168.1.50	3195.6728773117065	2	0.00026678050128950285	8192	100	50	cuda	5	80	80	bfece_00099
70	0.0037320945411920547	1759151812	checkpoint_000049	True	True	50	bfece_00023	2025-09-29_15-16-52	2021.0840096473694	189578.5580112934	2021485	hydra	192.168.1.50	189578.5580112934	50	0.00020676267161096127	2048	100	50	cuda	4	56	80	bfece_00023
71	0.0037142818327993155	1759087263	checkpoint_000049	True	True	50	bfece_00074	2025-09-28_21-21-03	906.2924790382385	56241.13192653656	2041938	hydra	192.168.1.50	56241.13192653656	50	0.0006313600072215436	8192	100	50	cuda	4	80	80	bfece_00074
72	0.03927845135331154	1759006893	checkpoint_000000	True	True	1	bfece_00049	2025-09-27_23-01-33	1787.918919801712	1787.918919801712	2033425	hydra	192.168.1.50	1787.918919801712	1	1.6447757275370632e-05	8192	100	50	cuda	4	80	64	bfece_00049
73	0.007722950540482998	1758965429	checkpoint_000001	True	True	2	bfece_00024	2025-09-27_11-30-29	1138.2047395706177	2792.5330522060394	2021723	hydra	192.168.1.50	2792.5330522060394	2	0.00010281544981540978	8192	100	50	cuda	3	64	72	bfece_00024
74	0.005770483519881964	1759043036	checkpoint_000001	True	True	2	bfece_00075	2025-09-28_09-03-56	4806.134436607361	10216.421128749847	2042355	hydra	192.168.1.50	10216.421128749847	2	3.249040017555955e-05	2048	100	50	cuda	4	56	56	bfece_00075
75	0.008021494373679161	1758961497	checkpoint_000000	True	True	1	bfece_00019	2025-09-27_10-24-57	1759.4554152488708	1759.4554152488708	2020410	hydra	192.168.1.50	1759.4554152488708	1	6.832395282851803e-05	8192	100	50	cuda	4	64	80	bfece_00019
76	0.004543412011116743	1759014641	checkpoint_000003	True	True	4	bfece_00050	2025-09-28_01-10-41	2184.2927706241608	9360.615530252457	2033596	hydra	192.168.1.50	9360.615530252457	4	0.00015434990218072568	4096	100	50	cuda	3	72	72	bfece_00050
77	0.04355888441205025	1758966969	checkpoint_000000	True	True	1	bfece_00025	2025-09-27_11-56-09	1775.0837869644165	1775.0837869644165	2022279	hydra	192.168.1.50	1775.0837869644165	1	1.3271377822370892e-05	8192	100	50	cuda	4	80	64	bfece_00025
78	0.00807469803839922	1759038197	checkpoint_000000	True	True	1	bfece_00076	2025-09-28_07-43-17	3321.4572043418884	3321.4572043418884	2042789	hydra	192.168.1.50	3321.4572043418884	1	1.5593205040647602e-05	4096	100	50	cuda	5	80	80	bfece_00076
79	0.008034087717533112	1758962113	checkpoint_000000	True	True	1	bfece_00002	2025-09-27_10-35-13	5202.634701251984	5202.634701251984	2017384	hydra	192.168.1.50	5202.634701251984	1	1.2738454586904809e-05	2048	100	50	cuda	4	72	64	bfece_00002
80	0.004266906064003706	1759028887	checkpoint_000007	True	True	8	bfece_00051	2025-09-28_05-08-07	2665.269626379013	21965.238980293274	2034042	hydra	192.168.1.50	21965.238980293274	8	0.00037151841142472593	4096	100	50	cuda	5	64	72	bfece_00051
81	0.004033761098980904	1759005252	checkpoint_000015	True	True	16	bfece_00026	2025-09-27_22-34-12	2452.9764194488525	39797.42793893814	2022479	hydra	192.168.1.50	39797.42793893814	16	0.00028884862575353994	4096	100	50	cuda	4	72	56	bfece_00026
82	0.004573051352053881	1759048112	checkpoint_000003	True	True	4	bfece_00077	2025-09-28_10-28-32	2447.483209133148	10314.834086894989	2320162	hydra	192.168.1.50	10314.834086894989	4	0.0003595355162428723	4096	100	50	cuda	4	72	64	bfece_00077
83	0.01907447725534439	1759011327	checkpoint_000000	True	True	1	bfece_00052	2025-09-28_00-15-27	1821.225254058838	1821.225254058838	2034542	hydra	192.168.1.50	1821.225254058838	1	2.3766170523762776e-05	8192	100	50	cuda	4	64	64	bfece_00052
84	0.004079017322510481	1759009476	checkpoint_000015	True	True	16	bfece_00027	2025-09-27_23-44-36	2680.42392206192	43297.15223813057	2022770	hydra	192.168.1.50	43297.15223813057	16	0.0006350513929447866	4096	100	50	cuda	5	80	64	bfece_00027
85	0.007999440655112267	1759041482	checkpoint_000000	True	True	1	bfece_00078	2025-09-28_08-38-02	3257.253208875656	3257.253208875656	2320415	hydra	192.168.1.50	3257.253208875656	1	6.339523871027629e-05	4096	100	50	cuda	5	56	80	bfece_00078
86	0.012229994870722294	1759014588	checkpoint_000000	True	True	1	bfece_00053	2025-09-28_01-09-48	3233.5394241809845	3233.5394241809845	2035057	hydra	192.168.1.50	3233.5394241809845	1	1.0696735832636846e-05	4096	100	50	cuda	5	64	80	bfece_00053
87	0.012031362392008305	1758968851	checkpoint_000000	True	True	1	bfece_00028	2025-09-27_12-27-31	1924.9768249988556	1924.9768249988556	2023045	hydra	192.168.1.50	1924.9768249988556	1	2.0801538524383527e-05	8192	100	50	cuda	5	64	64	bfece_00028
88	0.005732864141464233	1759045120	checkpoint_000001	True	True	2	bfece_00079	2025-09-28_09-38-40	2216.2862005233765	5009.814277887344	2320836	hydra	192.168.1.50	5009.814277887344	2	7.504395282726482e-05	4096	100	50	cuda	3	56	56	bfece_00079
89	0.005543774925172329	1759023794	checkpoint_000001	True	True	2	bfece_00054	2025-09-28_03-43-14	5226.563885688782	10963.78282880783	2035421	hydra	192.168.1.50	10963.78282880783	2	4.516561662813168e-05	2048	100	50	cuda	5	56	56	bfece_00054
90	0.0424332395195961	1758968907	checkpoint_000000	True	True	1	bfece_00029	2025-09-27_12-28-27	1910.7745246887207	1910.7745246887207	2023210	hydra	192.168.1.50	1910.7745246887207	1	1.249011043797577e-05	8192	100	50	cuda	5	64	80	bfece_00029
91	0.008014146238565445	1759044750	checkpoint_000000	True	True	1	bfece_00080	2025-09-28_09-32-30	3238.865673303604	3238.865673303604	2321197	hydra	192.168.1.50	3238.865673303604	1	2.5480606531914476e-05	4096	100	50	cuda	5	72	80	bfece_00080
92	0.008161346428096294	1759017870	checkpoint_000000	True	True	1	bfece_00055	2025-09-28_02-04-30	3254.708395242691	3254.708395242691	2035812	hydra	192.168.1.50	3254.708395242691	1	2.2522181888418798e-05	4096	100	50	cuda	5	56	72	bfece_00055
93	0.004114953335374594	1759047277	checkpoint_000015	True	True	16	bfece_00030	2025-09-28_10-14-37	4917.732286930084	78399.17563867569	2024339	hydra	192.168.1.50	78399.17563867569	16	0.0006480811408031216	2048	100	50	cuda	4	80	64	bfece_00030
94	0.003618054324761033	1759154123	checkpoint_000038	True	False	39	bfece_00081	2025-09-29_15-55-23	1466.5698628425598	112504.6938097477	2321363	hydra	192.168.1.50	112504.6938097477	39	0.00021472570790594486	2048	100	50	cuda	3	72	72	bfece_00081
95	0.007800098974257708	1758959714	checkpoint_000001	True	True	2	bfece_00004	2025-09-27_09-55-14	1206.3208966255188	2802.749428510666	2017386	hydra	192.168.1.50	2802.749428510666	2	0.00020795578722525204	8192	100	50	cuda	4	72	64	bfece_00004
96	0.007025212049484253	1759019618	checkpoint_000001	True	True	2	bfece_00056	2025-09-28_02-33-38	2177.334936618805	4950.750843048096	2035971	hydra	192.168.1.50	4950.750843048096	2	4.741548256674605e-05	4096	100	50	cuda	3	64	80	bfece_00056
97	0.003985373303294182	1759055064	checkpoint_000031	True	True	32	bfece_00031	2025-09-28_12-24-24	2656.6093900203705	85970.58541584015	2024497	hydra	192.168.1.50	85970.58541584015	32	0.0006797424269379242	4096	100	50	cuda	5	80	80	bfece_00031
98	0.020473739132285118	1759043622	checkpoint_000000	True	True	1	bfece_00082	2025-09-28_09-13-42	1696.5241916179657	1696.5241916179657	2321578	hydra	192.168.1.50	1696.5241916179657	1	1.2066794926322075e-05	8192	100	50	cuda	3	64	72	bfece_00082
99	0.018211469054222107	1759019561	checkpoint_000000	True	True	1	bfece_00057	2025-09-28_02-32-41	1663.7946815490723	1663.7946815490723	2036591	hydra	192.168.1.50	1663.7946815490723	1	3.103596655935257e-05	8192	100	50	cuda	3	80	64	bfece_00057
